,GWP100,LT,RE,lip,sol,,
4678,2.1294491],0.72141373],-0.70084155],0.34950083],-4.7344494],,
11563,2.1294506],0.73545],-0.71375465],0.29655987],-4.962898],,
7855,2.1295006],0.53250724],-0.6532802],0.32069826],-4.7280636],,
10240,2.1295578],0.75136447],-0.715644],0.35059983],-4.878839],,
10681,2.12972],0.67331326],-0.6355114],0.32457852],-4.890582],,
8968,2.1298354],0.7362413],-0.66362387],0.09313466],-4.6583886],,
8692,2.1299918],0.5191492],-0.6647763],0.31612223],-4.8305717],,
10402,2.130009],0.76751024],-0.7014231],0.35063964],-4.9442153],,
13099,2.1300223],0.635629],-0.60242933],0.09351207],-4.8483195],,
4048,2.1300442],0.50140053],-0.6910334],0.35514176],-4.437338],,
64,2.1300733],0.44997662],-0.6075002],0.06927617],-3.4109037],,
9556,2.130225],0.5708004],-0.68177855],0.31858957],-4.6572523],,
3763,2.1302934],0.72401124],-0.6516324],0.04973783],-4.6985383],,
12697,2.1303945],0.6799357],-0.70507514],0.28555304],-4.959001],,
5650,2.1304185],0.7404883],-0.69166994],0.35046166],-4.7499833],,
8998,2.1304214],0.6860576],-0.7063175],0.35022426],-4.7943225],,
5506,2.1304615],0.6238261],-0.65971464],0.38094717],-4.6279716],,
2590,2.1305037],0.5018399],-0.6482497],0.35628784],-4.4550104],,
5137,2.1305604],0.7093212],-0.6897791],0.349887],-4.7568154],,
4993,2.1307223],0.70668733],-0.68400156],0.38027006],-4.614224],,
1093,2.130754],0.67468786],-0.60420406],0.02499975],-4.239084],,
12715,2.1307979],0.55473983],-0.691138],0.31870735],-4.7094836],,
1624,2.130819],0.6702543],-0.65791833],0.08596547],-4.3051686],,
8773,2.1308699],0.65372175],-0.7042767],0.38075852],-4.603704],,
2557,2.1309848],0.6790069],-0.5605676],0.06919457],-4.650808],,
4864,2.131079],0.7387304],-0.66980433],0.09004284],-4.5436573],,
10993,2.1310887],0.6931106],-0.6939151],0.09263344],-4.5953956],,
8539,2.1311526],0.6807852],-0.7176976],0.30435216],-4.971941],,
9454,2.1312153],0.72966826],-0.6508846],0.09307761],-4.7347465],,
4189,2.1312222],0.6150625],-0.6579067],0.08945216],-4.430586],,
5002,2.1312597],0.8151367],-0.7044586],0.34966922],-4.738446],,
6136,2.1312783],0.74899703],-0.6886009],0.3497548],-4.7720046],,
1219,2.131419],0.53395665],-0.65510505],0.07954593],-4.0963006],,
11554,2.1315145],0.64302546],-0.6935345],0.32713515],-4.787638],,
12652,2.1315145],0.6320772],-0.6918609],0.37706667],-4.774748],,
7618,2.131523],0.6234871],-0.6138003],0.10031898],-4.74563],,
6883,2.1315477],0.56158286],-0.70012355],0.31844252],-4.7311635],,
9970,2.1316533],0.676583],-0.7083255],0.35080385],-4.8212],,
12010,2.1317332],0.89892244],-0.66431284],0.10483159],-4.609451],,
10456,2.1317818],0.6693824],-0.70009863],0.3053521],-4.8628707],,
11698,2.1318285],0.6840991],-0.70933723],0.28767478],-4.9203095],,
6154,2.1319],0.62495315],-0.66912115],0.38036644],-4.6154704],,
5080,2.1319716],0.76817304],-0.64780456],0.09258135],-4.612979],,
4081,2.1320233],0.5378153],-0.59643424],0.09296729],-4.616924],,
7081,2.1320403],0.62630695],-0.7205688],0.3062415],-4.9793515],,
7945,2.1320803],0.6005765],-0.656084],0.28889757],-4.9272313],,
7702,2.1321077],0.6399112],-0.6382171],0.28633964],-4.9477506],,
5668,2.1322248],0.5977247],-0.6654534],0.3786106],-4.617446],,
12814,2.1322327],0.64166164],-0.6788872],0.36374533],-4.8576236],,
11572,2.1322887],0.7013643],-0.6937226],0.3229022],-4.8991904],,
2551,2.132294],0.6982068],-0.5765172],0.10315825],-4.5728316],,
3157,2.1324186],0.5141163],-0.68470496],0.35751373],-4.3817563],,
6964,2.1324534],0.55570054],-0.6993468],0.37795454],-4.713789],,
9151,2.1325142],0.62913686],-0.6837441],0.38085216],-4.634954],,
11239,2.132577],0.689051],-0.71210504],0.28454626],-4.9192476],,
4633,2.1326659],0.68165785],-0.67308587],0.3752848],-4.6281657],,
12067,2.1326997],0.5721571],-0.688386],0.3781336],-4.699373],,
9823,2.1328974],0.9395246],-0.6499947],0.03590323],-4.606424],,
907,2.1329303],0.50923216],-0.69210887],0.29629022],-4.335779],,
4378,2.13295],0.75896645],-0.67749536],0.09009828],-4.542364],,
7549,2.1329916],0.6341119],-0.6425966],0.37814426],-4.800851],,
5836,2.1330285],0.7302036],-0.6726393],0.09030409],-4.547878],,
9430,2.1330874],0.776337],-0.70442057],0.3501411],-4.950679],,
2086,2.1331747],0.6702191],-0.6897153],0.3206991],-4.5520406],,
7765,2.1332457],0.6235763],-0.5945601],0.31341076],-4.9327216],,
727,2.1332464],0.40885037],-0.7122123],0.3237872],-4.1243434],,
1246,2.1332557],0.54767376],-0.6397648],0.07962878],-4.2342362],,
3082,2.1333053],0.6364554],-0.6600857],0.08645894],-4.3233204],,
8806,2.1333816],0.77421033],-0.6828437],0.09307118],-4.557235],,
6322,2.1334383],0.7273406],-0.6607682],0.09023602],-4.5543723],,
3967,2.1334503],0.48533607],-0.6931774],0.2977925],-4.4563136],,
8458,2.1334581],0.67048264],-0.6628956],0.2861877],-5.028583],,
6091,2.133539],0.6977895],-0.663012],0.37552726],-4.647938],,
10663,2.1335552],0.5778435],-0.6332158],0.32906675],-4.790956],,
10834,2.1335752],0.709249],-0.66404104],0.34405702],-4.9791093],,
6028,2.1336832],0.7843037],-0.6975128],0.3498183],-4.745368],,
2509,2.1338122],0.48346078],-0.65146136],0.2990842],-4.4741035],,
10960,2.134195],0.5853896],-0.71540064],0.38035637],-4.6357255],,
12397,2.134229],0.6564512],-0.694378],0.09090419],-4.5596156],,
7918,2.1343482],0.66922027],-0.6122024],0.28710228],-5.008861],,
13102,2.134383],0.6574604],-0.67178166],0.2919402],-4.9994254],,
10978,2.1343892],0.6713934],-0.71042603],0.37629515],-4.723471],,
8380,2.1344612],0.72459745],-0.6165093],0.06519832],-5.037191],,
1294,2.134494],0.4320112],-0.6942635],0.26404005],-4.1600375],,
10618,2.1345212],0.6633131],-0.68808395],0.29821736],-4.91428],,
1273,2.1345952],0.5685148],-0.6437761],0.08202578],-4.1934843],,
7693,2.1346118],0.5683232],-0.6463552],0.3794253],-4.715798],,
4516,2.134703],0.8227575],-0.7079058],0.3496976],-4.7352996],,
5431,2.1347919],0.6939233],-0.6306788],0.09053703],-4.6644177],,
631,2.1348493],0.6243961],-0.6306423],0.09827591],-4.1904855],,
5353,2.1348853],0.70718575],-0.68637496],0.34733492],-4.729572],,
12883,2.1349165],0.647734],-0.68675226],0.09286012],-4.6074557],,
7486,2.134969],0.70241743],-0.6414459],0.28576392],-4.9781384],,
10081,2.1350281],0.7654907],-0.59339976],0.06506361],-5.0025344],,
7198,2.1350563],0.6048776],-0.692652],0.31093395],-4.9156604],,
4831,2.1351047],0.6231736],-0.6812185],0.38008147],-4.606743],,
9811,2.1351225],0.6913255],-0.6387893],0.06516142],-4.872834],,
6052,2.1351786],0.7311016],-0.650555],0.09287263],-4.616079],,
3460,2.1351883],0.6417861],-0.6462171],0.08946563],-4.40284],,
5866,2.1352403],0.7636973],-0.70726395],0.34981757],-4.7387447],,
11338,2.1352534],0.6085923],-0.6900697],0.37704086],-4.662538],,
11887,2.135302],0.66121167],-0.7107478],0.29639494],-4.947993],,
6253,2.1354141],0.6947865],-0.65775466],0.37555635],-4.6586723],,
2095,2.135458],0.6369718],-0.67216694],0.3510875],-4.487253],,
11923,2.1355047],0.6391698],-0.6933954],0.3771156],-4.7856393],,
2002,2.1355217],0.66298974],-0.6462826],0.08875771],-4.3274236],,
6916,2.1355646],0.6086903],-0.65074563],0.09762539],-4.919966],,
9367,2.1355994],0.6615988],-0.68801177],0.38080144],-4.7307777],,
9511,2.1356237],0.715869],-0.69700915],0.29284567],-4.911899],,
12613,2.1356404],0.6825295],-0.66554713],0.09352179],-4.7378855],,
5785,2.1356986],0.707213],-0.6818463],0.34568232],-4.824593],,
6922,2.1357257],0.6968749],-0.652368],0.0654272],-4.987769],,
12148,2.1357286],0.5630448],-0.6939246],0.38121182],-4.624667],,
12052,2.1357486],0.68895465],-0.6082015],0.06616791],-4.9527593],,
11194,2.1357744],0.65189254],-0.6846481],0.3760205],-4.734512],,
7180,2.1358206],0.5700294],-0.692993],0.3151667],-4.832786],,
10825,2.1359317],0.62548053],-0.6434508],0.37463194],-4.810991],,
565,2.1359875],0.47228295],-0.6765474],0.3246976],-4.0943837],,
3319,2.1361558],0.5380952],-0.6791996],0.35491663],-4.4316525],,
5596,2.1362183],0.68022335],-0.694921],0.3503337],-4.7058816],,
12832,2.1362247],0.6849671],-0.6594503],0.28524828],-5.017897],,
2110,2.1362784],0.6563882],-0.6482445],0.08615877],-4.3138995],,
9376,2.136293],0.7662435],-0.70845073],0.35022622],-4.944137],,
7288,2.13634],0.59323186],-0.6559167],0.38200933],-4.638055],,
1900,2.136399],0.7153387],-0.6309809],0.11097719],-4.5323496],,
3757,2.1364193],0.60732496],-0.6432827],0.08621408],-4.5874734],,
3028,2.136463],0.6263632],-0.6393057],0.08632727],-4.5606055],,
9727,2.1364796],0.6857712],-0.698019],0.28726226],-4.8707786],,
10843,2.1365163],0.6808029],-0.6442617],0.37038177],-4.897429],,
1408,2.136559],0.48466098],-0.58994466],0.08496924],-4.3121696],,
10912,2.1366606],0.6879436],-0.5964952],0.0936069],-4.808568],,
10426,2.136738],0.7104883],-0.652208],0.09360518],-4.7098894],,
3895,2.1367762],0.57909507],-0.7120539],0.25817358],-4.6179194],,
9880,2.1368473],0.60780627],-0.67326474],0.37803346],-4.696077],,
5221,2.1368518],0.79457754],-0.6341651],0.125596],-4.7640023],,
10210,2.1368644],0.6989341],-0.68082786],0.09105565],-4.527906],,
7810,2.136905],0.6917414],-0.6414288],0.28613222],-4.9683747],,
5011,2.1369138],0.7750174],-0.6850076],0.37595892],-4.6767154],,
4786,2.1369197],0.70600677],-0.7002762],0.3494836],-4.7030244],,
7306,2.1369574],0.6096455],-0.6436013],0.37689698],-4.6804595],,
9238,2.13718],0.7046664],-0.67366225],0.09053619],-4.5377536],,
712,2.1372705],0.67343897],-0.6363723],0.09994163],-4.1576447],,
8044,2.1374338],0.5554483],-0.72188354],0.38113356],-4.7230334],,
8791,2.1374438],0.7445884],-0.69991064],0.37669736],-4.6678596],,
1171,2.137483],0.61764306],-0.5938447],0.05926199],-4.3989177],,
1051,2.137549],0.4579302],-0.68513715],0.2718041],-4.157466],,
9589,2.137552],0.6742662],-0.6287848],0.09116264],-4.853627],,
4507,2.1375725],0.7290878],-0.6848207],0.3802787],-4.6112065],,
2671,2.1375892],0.49632323],-0.7173418],0.3568738],-4.386753],,
1381,2.1377404],0.51143914],-0.6559651],0.08054353],-4.093541],,
7774,2.1378071],0.5627899],-0.65322757],0.38235795],-4.6403046],,
1492,2.1379297],0.7792795],-0.7007879],0.32053697],-4.4905443],,
1840,2.138014],0.6274048],-0.62198985],0.08905275],-4.474073],,
12139,2.1380594],0.62762046],-0.6484527],0.31296194],-4.9162874],,
4297,2.1381588],0.5790031],-0.67290926],0.08866496],-4.4033303],,
10939,2.1383612],0.696195],-0.6922035],0.09011288],-4.5563903],,
25,2.138427],0.13543326],-0.5945338],-0.09496818],-3.851854],,
2833,2.1386352],0.47134358],-0.7116264],0.3574031],-4.4508796],,
1030,2.1388419],0.59272397],-0.64235556],0.08245684],-4.124509],,
11776,2.1388786],0.63511115],-0.6365593],0.09676112],-4.8541417],,
2356,2.1389198],0.51093495],-0.7202664],0.26261848],-4.685101],,
11662,2.1389759],0.5889827],-0.6976588],0.38094014],-4.6156163],,
10123,2.1390102],0.57743263],-0.6767233],0.3817398],-4.6869693],,
10528,2.139036],0.59290665],-0.67966783],0.33902442],-4.708552],,
280,2.1391585],0.490668],-0.5601207],5.121436e-05],-4.1626725],,
10075,2.13929],0.6440545],-0.5820879],0.0911264],-4.9077973],,
4540,2.1395361],0.76160604],-0.669438],0.09012516],-4.549879],,
7981,2.139605],0.629447],-0.60009396],0.31358325],-4.926727],,
11101,2.1396372],0.6600062],-0.6857898],0.09016402],-4.594389],,
2869,2.139665],0.6060012],-0.6644733],0.25658476],-4.8006997],,
11479,2.1397016],0.7010737],-0.67932034],0.09269907],-4.6562295],,
517,2.1397054],0.5749551],-0.6316168],0.07908137],-4.0823984],,
12310,2.1397254],0.5408971],-0.69300854],0.3817197],-4.689637],,
9052,2.13984],0.71926975],-0.7051323],0.35022318],-4.8791137],,
11410,2.1399496],0.6877856],-0.6913606],0.31089234],-4.8919597],,
8374,2.140014],0.59712297],-0.61742437],0.09739716],-4.916994],,
6703,2.1400905],0.62603295],-0.7206871],0.28451318],-4.9753947],,
2842,2.1402555],0.53142864],-0.7175206],0.26201743],-4.6759305],,
2599,2.1402628],0.5678145],-0.64606917],0.25861245],-4.6826797],,
12268,2.1404896],0.72943956],-0.60865283],0.06605197],-5.0216393],,
3034,2.140539],0.74601936],-0.6468163],0.11406542],-4.6784234],,
490,2.1407173],0.63317084],-0.65083253],0.07948424],-4.0036354],,
12364,2.140763],0.5458781],-0.64853835],0.33088613],-4.80015],,
11968,2.140813],0.6833471],-0.70268923],0.2862432],-4.965121],,
8752,2.1408956],0.7737458],-0.6826562],0.09055533],-4.528729],,
976,2.1409],0.58197725],-0.64863455],0.0800335],-4.0260143],,
10177,2.141044],0.58553374],-0.63481045],0.33022147],-4.795331],,
9385,2.14105],0.7307066],-0.6889982],0.37656856],-4.879121],,
9961,2.1412551],0.6015585],-0.6800745],0.38147348],-4.6199126],,
6460,2.141329],0.7486807],-0.6925399],0.3498103],-4.8091035],,
5101,2.1413488],0.62793493],-0.6705326],0.38075387],-4.6074424],,
3244,2.1414087],0.6058544],-0.6413014],0.08732624],-4.4550805],,
7018,2.1415417],0.54652715],-0.6921668],0.31598347],-4.819925],,
6982,2.1415565],0.6127727],-0.6911199],0.36356294],-4.8771014],,
1708,2.141608],0.6063827],-0.6933074],0.3207978],-4.4604115],,
9700,2.141657],0.6914406],-0.70385194],0.30989528],-4.954448],,
2329,2.141688],0.5726426],-0.70825654],0.25749874],-4.7257886],,
9865,2.1416996],0.7287081],-0.5934114],0.06528129],-4.9428306],,
388,2.1417372],0.52983505],-0.5985561],0.05152561],-4.0017705],,
12355,2.14176],0.62007254],-0.653829],0.3128211],-4.91662],,
10627,2.1418111],0.6684264],-0.66297007],0.37410378],-4.8421884],,
4462,2.141813],0.75800407],-0.7046715],0.3496809],-4.70903],,
12451,2.1418917],0.6763859],-0.6845478],0.09331508],-4.623238],,
3166,2.1419125],0.60788745],-0.7006953],0.26268125],-4.603405],,
3949,2.1419945],0.6147298],-0.7000209],0.25828385],-4.698817],,
2446,2.1420522],0.5690699],-0.64152336],0.35216904],-4.5440726],,
7936,2.1420982],0.5395519],-0.6534019],0.38285184],-4.7076664],,
4849,2.1421955],0.7174119],-0.6816218],0.3758487],-4.6688867],,
22,2.1424174],0.19461745],-0.588229],0.01347662],-3.2622733],,
11644,2.1424496],0.72291434],-0.72241056],0.3499856],-4.963689],,
12319,2.142462],0.6020558],-0.7124605],0.2890362],-4.921725],,
4579,2.1424627],0.79868263],-0.691942],0.37620425],-4.6648164],,
5326,2.142545],0.69911265],-0.6975915],0.3504151],-4.7589917],,
1894,2.1425974],0.61465317],-0.6225076],0.08642747],-4.47053],,
8008,2.1426263],0.6210005],-0.59633446],0.31382668],-4.928541],,
5998,2.1426911],0.7133921],-0.66285414],0.09033395],-4.552547],,
961,2.1427054],0.49517882],-0.65737915],0.25666565],-4.3974533],,
11587,2.1427233],0.697405],-0.67512035],0.09017171],-4.6223435],,
1435,2.142801],0.4977101],-0.59585166],0.08263327],-4.283897],,
8914,2.1428754],0.7183915],-0.6733998],0.09059598],-4.552081],,
7459,2.1429057],0.6076175],-0.66452056],0.29811722],-4.855949],,
7927,2.1429832],0.623646],-0.5970218],0.31359786],-4.9355187],,
10696,2.1430237],0.6925107],-0.67034215],0.09110852],-4.556788],,
5026,2.1431067],0.76834166],-0.66007626],0.09004273],-4.54711],,
5362,2.1431124],0.693383],-0.6648708],0.37615144],-4.6570177],,
4669,2.1431992],0.614262],-0.681843],0.38009793],-4.6069026],,
6451,2.1432288],0.6538886],-0.6700481],0.38040298],-4.6367335],,
9007,2.1432474],0.67523384],-0.677339],0.37605274],-4.6984563],,
4918,2.1432798],0.7717427],-0.66417855],0.09255429],-4.5582833],,
13066,2.143325],0.54495835],-0.6531403],0.31559807],-4.819303],,
7990,2.1433284],0.54330736],-0.6077096],0.33203232],-4.816872],,
7654,2.1433594],0.7722499],-0.5761267],0.10921909],-4.847954],,
10168,2.1433651],0.64879245],-0.6387742],0.31185222],-4.896519],,
11392,2.1434057],0.59594226],-0.69147336],0.31517142],-4.760593],,
4525,2.1434734],0.7853413],-0.6853957],0.37601107],-4.6711955],,
10510,2.1434913],0.7072959],-0.694817],0.2982366],-4.9430437],,
4015,2.143585],0.6759521],-0.60141075],0.06390323],-4.6431417],,
2662,2.143618],0.574234],-0.5974161],0.2891773],-4.671698],,
6946,2.143707],0.65130806],-0.7072819],0.28522652],-4.9780526],,
6376,2.1437676],0.7504669],-0.6498991],0.09274788],-4.576534],,
10132,2.1438568],0.63692147],-0.6986443],0.288391],-4.921691],,
8062,2.1439319],0.63830507],-0.71766835],0.3770784],-4.8529778],,
736,2.1439369],0.49760717],-0.7148953],0.22294141],-4.408747],,
12301,2.1439512],0.6201965],-0.65040094],0.31265998],-4.9240746],,
8881,2.1440766],0.6733738],-0.6877487],0.38083267],-4.6706443],,
1003,2.1441138],0.56804657],-0.63439584],0.07972379],-4.196964],,
9475,2.144152],0.6190413],-0.6808022],0.3811949],-4.606998],,
4489,2.1441934],0.8520071],-0.70117754],0.34962934],-4.737978],,
6694,2.1442072],0.57426083],-0.7023798],0.31508762],-4.806441],,
3568,2.1442368],0.6189016],-0.6568296],0.08698787],-4.363323],,
6271,2.144275],0.75056255],-0.6833029],0.34979892],-4.8141084],,
5890,2.1443331],0.72741425],-0.669178],0.09284128],-4.5695205],,
2347,2.1443708],0.46652395],-0.7026803],0.3567369],-4.4443936],,
4729,2.1443942],0.69415915],-0.6327816],0.08976193],-4.707087],,
1822,2.1444857],0.7691034],-0.64126635],0.03099836],-4.426966],,
10465,2.1445358],0.6642271],-0.6758533],0.37632972],-4.7602906],,
2077,2.1446557],0.57895637],-0.66518396],0.3562417],-4.3950467],,
11680,2.1446643],0.6087955],-0.6946249],0.37612104],-4.658252],,
11782,2.144705],0.7591258],-0.64439094],0.06638624],-4.966824],,
9595,2.1448133],0.7991572],-0.63698626],0.06509991],-4.960374],,
2062,2.1448953],0.7525829],-0.6301869],0.11361898],-4.5596433],,
3706,2.1449258],0.66530305],-0.72881085],0.32078248],-4.663841],,
790,2.144991],0.511121],-0.70265585],0.22304012],-4.4418063],,
4327,2.1450315],0.6334004],-0.66031826],0.25714558],-4.7684293],,
4894,2.1451168],0.8076465],-0.7062491],0.3495875],-4.730291],,
6484,2.1451209],0.7275956],-0.6474376],0.09025802],-4.5753226],,
12937,2.1451876],0.687573],-0.66704524],0.09356554],-4.7080927],,
6469,2.1452408],0.7187194],-0.6728242],0.37609982],-4.7439723],,
2185,2.1453965],0.4909948],-0.7100421],0.35649467],-4.3686395],,
10114,2.1454082],0.6563585],-0.63319683],0.3116731],-4.9063754],,
10264,2.1454542],0.7064022],-0.6723484],0.09356864],-4.590115],,
9205,2.14548],0.61658347],-0.6860764],0.38080388],-4.7175846],,
5515,2.1455543],0.69610107],-0.6854963],0.3454361],-4.7414784],,
7711,2.145693],0.64262044],-0.62723815],0.36482716],-4.881565],,
4471,2.145748],0.73736614],-0.6767916],0.37547857],-4.6415887],,
5299,2.1458292],0.71775126],-0.6885544],0.3465824],-4.7620897],,
625,2.1458378],0.54798394],-0.62457037],0.08245797],-4.158816],,
12382,2.1459198],0.6189765],-0.6480303],0.3135233],-4.90865],,
9292,2.1459613],0.73365635],-0.6684271],0.09305049],-4.5935464],,
8161,2.1459873],0.6652302],-0.7164695],0.2855299],-4.9698777],,
1780,2.1461318],0.5596297],-0.6687821],0.35516757],-4.3717604],,
4120,2.1461477],0.56826246],-0.6494211],0.28939104],-4.6523247],,
10105,2.146171],0.69053394],-0.65269524],0.28533083],-4.985812],,
652,2.146197],0.5795498],-0.6435683],0.07967569],-4.019117],,
12292,2.146348],0.6647591],-0.6687179],0.28631812],-5.004899],,
3652,2.1466153],0.580466],-0.72824705],0.32065856],-4.5089073],,
2221,2.1466715],0.5756873],-0.71077883],0.2567947],-4.721604],,
8224,2.1467884],0.6641798],-0.70219284],0.3392886],-4.901624],,
9736,2.1468236],0.67951],-0.6791223],0.37708026],-4.770881],,
7216,2.146835],0.58695626],-0.7209462],0.33043265],-4.933951],,
4735,2.1469035],0.8165597],-0.64215064],0.12923308],-4.761331],,
5485,2.1469374],0.684798],-0.61835355],0.09314342],-4.7501187],,
12559,2.1469808],0.65702313],-0.68592376],0.0911379],-4.5909233],,
10996,2.1469913],0.7199835],-0.7331587],0.34975934],-4.781181],,
4561,2.146993],0.70504093],-0.69678444],0.3803211],-4.6076603],,
11992,2.1470149],0.6229691],-0.6499534],0.09813847],-4.7413626],,
6730,2.147052],0.5757461],-0.7272067],0.35027218],-4.8698163],,
3553,2.1471786],0.5973195],-0.6384841],0.3047601],-4.642635],,
6766,2.1472268],0.6164809],-0.7123315],0.36108428],-4.8959665],,
9400,2.1473281],0.7245044],-0.66407496],0.09053607],-4.5692887],,
5119,2.1473424],0.65389717],-0.66718423],0.37594235],-4.636407],,
11347,2.147426],0.6728177],-0.7132938],0.28452897],-4.890283],,
1762,2.1474373],0.6389146],-0.6931236],0.31871122],-4.5036683],,
4435,2.1474397],0.8155098],-0.7149433],0.34971607],-4.7236915],,
898,2.1474621],0.5113162],-0.70804286],0.22345056],-4.4136147],,
10231,2.1475046],0.5996894],-0.70006317],0.38126022],-4.6670637],,
3868,2.147588],0.6488158],-0.72023225],0.31919527],-4.7052116],,
